,Cloudiness,Humidity,Lat,Name,Temperature,Wind Speed
559,8,70,-26.62,San Vicente,71.13,3.27
560,0,70,29.85,Dharchula,45.61,0.58
561,90,63,42.65,Albany,28.4,2.53
562,90,65,-54.8,Ushuaia,44.6,25.28
563,0,49,59.7,Arman,3.2,8.95
564,8,86,53.13,Tokur,-21.62,2.19
565,0,77,-33.92,Port Elizabeth,66.2,32.21
566,0,95,38.52,Ribeira Grande,67.35,14.9
567,20,74,-7.21,Araripe,72.75,11.03
568,0,100,-0.74,Puerto Ayora,71.13,7.74
569,90,65,-54.8,Ushuaia,44.6,25.28
570,92,100,-23.12,Rikitea,75.31,12.1
571,92,100,-23.12,Rikitea,75.31,12.1
572,40,65,-20.34,Bambous Virieux,82.4,10.29
573,0,100,65.58,Lavrentiya,24.01,27.76
574,90,63,42.65,Albany,28.4,2.53
575,90,63,42.65,Albany,28.4,2.53
576,92,100,-23.12,Rikitea,75.31,12.1
577,92,100,-23.12,Rikitea,75.31,12.1
578,1,86,51.07,Salisbury,29.59,3.36
579,12,50,-33.48,Lithgow,77.0,5.82
580,64,69,70.63,Chokurdakh,-4.61,10.31
581,20,86,-33.59,Port Alfred,69.78,23.67
582,44,84,69.7,Pevek,9.66,10.92
583,56,92,68.05,Ostrovnoy,10.29,13.78
584,0,80,52.23,Warsaw,33.8,4.7
585,0,37,17.02,Salalah,69.8,18.34
586,88,88,-34.42,Hermanus,63.34,6.55
587,0,37,10.7,Bure,65.01,3.83
588,90,65,-54.8,Ushuaia,44.6,25.28
589,90,65,-54.8,Ushuaia,44.6,25.28
590,80,100,59.38,Okhotsk,9.34,6.11
591,88,88,-34.42,Hermanus,63.34,6.55
592,12,62,46.68,Baruun-Urt,22.93,14.56
593,0,30,-42.88,Hobart,71.6,23.04
594,75,84,71.29,Barrow,-2.21,21.92
595,90,100,62.78,Hjelset,37.4,20.8
596,20,88,-38.0,Mar del Plata,62.6,13.87
597,64,72,38.55,Kula,24.24,2.37
598,56,75,60.42,Ust-Maya,-37.87,3.76
599,75,83,-9.43,Honiara,82.4,6.93
600,92,100,65.61,Tasiilaq,27.34,17.85
601,75,84,71.29,Barrow,-2.21,21.92
602,8,100,-0.6,Hithadhoo,82.11,9.35
603,56,76,71.69,Tiksi,-11.59,2.86
604,12,28,-33.87,Esperance,90.39,5.84
605,90,80,29.85,Estelle,36.43,19.46
606,90,92,65.97,Kuusamo,19.4,9.17
607,40,65,-17.73,Tautira,82.4,13.87
608,68,84,6.8,Georgetown,77.56,4.61
609,0,100,64.25,Hofn,28.83,3.76
610,92,100,-23.12,Rikitea,75.31,12.1
611,75,63,32.67,Ponta do Sol,62.6,9.17
612,12,28,-33.87,Esperance,90.39,5.84
613,75,85,65.28,Norman Wells,19.4,4.7
614,68,70,-33.65,Busselton,79.32,3.87
615,0,95,-35.33,Constitucion,52.23,8.63
616,64,100,5.38,Sinnamary,77.16,7.34
617,68,76,68.75,Cherskiy,-2.99,3.2
618,68,100,-9.8,Atuona,79.54,16.62
619,64,100,-21.2,Vaini,77.16,20.6
620,92,100,-23.12,Rikitea,75.31,12.1
621,0,100,-19.55,Isangel,78.69,9.91
622,1,79,40.97,Winnemucca,19.4,4.7
623,68,70,-33.65,Busselton,79.32,3.87
624,0,51,4.85,Juba,76.53,4.83
625,0,30,-42.78,New Norfolk,71.6,23.04
626,0,80,-53.15,Punta Arenas,41.0,21.92
627,0,80,-53.15,Punta Arenas,41.0,21.92
628,90,63,42.65,Albany,28.4,2.53
629,90,63,42.65,Albany,28.4,2.53
630,20,86,-33.59,Port Alfred,69.78,23.67
631,0,32,71.97,Khatanga,-21.58,9.08
632,0,77,-33.92,Port Elizabeth,66.2,32.21
633,0,65,26.33,Buraydah,41.0,3.36
634,48,99,-46.6,Bluff,61.41,17.4
635,36,91,-13.46,Kasempa,68.88,5.39
636,90,100,-20.33,Vila Velha,73.4,17.22
637,44,65,71.92,Saskylakh,-7.94,6.85
638,68,70,-33.65,Busselton,79.32,3.87
639,92,100,-23.12,Rikitea,75.31,12.1
640,92,100,-23.12,Rikitea,75.31,12.1
641,90,93,19.73,Hilo,63.55,8.12
642,68,100,50.68,Severo-Kurilsk,31.35,13.67
643,20,39,35.13,Katsuura,48.2,8.05
644,20,82,-33.93,Cape Town,64.4,25.28
645,0,57,62.72,Namtsy,-32.47,4.38
646,92,100,-23.12,Rikitea,75.31,12.1
647,76,88,-33.7,Chuy,66.0,11.65
648,68,100,-6.88,Labuhan,84.04,6.06
649,56,100,-20.23,Poum,78.78,12.55
650,90,93,19.73,Hilo,63.55,8.12
651,20,86,-33.59,Port Alfred,69.78,23.67
652,8,32,-43.25,Trelew,63.75,18.07
653,92,100,-23.12,Rikitea,75.31,12.1
654,40,65,-20.21,Quatre Cocos,82.4,10.29
655,92,100,-23.12,Rikitea,75.31,12.1
656,90,63,42.65,Albany,28.4,2.53
657,0,100,65.58,Lavrentiya,24.01,27.76
658,0,80,-53.15,Punta Arenas,41.0,21.92
659,92,88,-13.44,Porangatu,74.23,5.06
660,90,93,19.73,Hilo,63.55,8.12
661,92,100,-23.12,Rikitea,75.31,12.1
662,76,100,-12.26,Domoni,80.98,17.63
663,68,70,-33.65,Busselton,79.32,3.87
664,76,91,77.48,Qaanaaq,24.42,11.81
665,12,83,25.52,Tura,72.39,2.86
666,68,93,-35.62,Ngunguru,67.53,12.77
667,20,86,-33.59,Port Alfred,69.78,23.67
668,0,64,50.6,Kungurtug,10.65,2.82
669,68,82,-11.74,Mwinilunga,70.09,3.31
670,90,65,-54.8,Ushuaia,44.6,25.28
671,90,93,57.79,Kodiak,39.2,10.29
672,90,93,19.73,Hilo,63.55,8.12
673,76,100,0.05,Mbandaka,74.19,3.09
674,64,100,-21.2,Vaini,77.16,20.6
675,40,82,31.42,Damietta,57.2,4.7
676,56,77,-34.53,Bredasdorp,68.0,8.05
677,64,100,-21.2,Vaini,77.16,20.6
678,36,97,-8.76,Tamandare,74.37,12.37
679,90,65,-54.8,Ushuaia,44.6,25.28
680,40,69,7.77,San Cristobal,78.8,4.7
681,0,84,27.73,Xiangxiang,52.54,6.29
682,0,77,-33.92,Port Elizabeth,66.2,32.21
683,1,69,45.52,Portland,34.48,8.05
684,90,63,42.65,Albany,28.4,2.53
685,0,32,71.97,Khatanga,-21.58,9.08
686,36,62,-21.15,Mackay,84.2,12.75
687,20,86,-33.59,Port Alfred,69.78,23.67
688,20,100,44.39,Kochubey,32.16,6.4
689,90,65,-54.8,Ushuaia,44.6,25.28
690,80,93,66.15,Pangnirtung,20.1,5.73
691,75,94,5.88,Buchanan,77.0,5.82
692,100,97,-7.61,Uige,69.78,2.98
693,0,80,-53.15,Punta Arenas,41.0,21.92
694,92,100,-23.12,Rikitea,75.31,12.1
695,12,98,21.46,Cockburn Town,80.08,22.17
696,100,100,-22.97,Arraial do Cabo,70.36,11.1
697,100,100,-22.97,Arraial do Cabo,70.36,11.1
698,40,65,-20.52,Souillac,82.4,10.29
699,88,99,-5.55,Kimbe,84.36,5.39
700,92,100,-23.12,Rikitea,75.31,12.1
701,68,84,6.8,Georgetown,77.56,4.61
702,0,30,-42.78,New Norfolk,71.6,23.04
703,64,66,50.72,Solnechnyy,-14.96,3.04
704,0,30,-42.78,New Norfolk,71.6,23.04
705,76,71,32.44,Guangyuan,43.05,2.82
706,8,74,29.16,Waddan,29.68,2.75
707,90,94,-21.21,Avarua,77.0,4.7
708,90,63,42.65,Albany,28.4,2.53
709,20,83,13.22,Bathsheba,78.8,16.11
710,75,70,-2.02,Lorengau,89.6,9.17
711,1,79,40.42,Susanville,26.6,3.36
712,68,100,-6.88,Labuhan,84.04,6.06
713,64,100,-3.8,Bengkulu,82.96,5.5
714,75,84,71.29,Barrow,-2.21,21.92
715,80,82,72.79,Upernavik,33.33,14.45
716,90,65,-54.8,Ushuaia,44.6,25.28
717,100,100,-22.97,Arraial do Cabo,70.36,11.1
718,12,96,51.59,Newport,32.16,10.29
719,90,63,42.65,Albany,28.4,2.53
720,8,100,-0.6,Hithadhoo,82.11,9.35
721,90,94,-21.21,Avarua,77.0,4.7
722,0,100,-0.74,Puerto Ayora,71.13,7.74
723,64,100,-3.8,Bengkulu,82.96,5.5
724,32,100,73.51,Dikson,-0.43,26.69
725,68,100,-9.8,Atuona,79.54,16.62
726,36,75,41.76,Korla,25.23,4.27
727,32,100,73.51,Dikson,-0.43,26.69
728,44,81,54.77,Flin Flon,7.86,2.48
729,92,100,-23.12,Rikitea,75.31,12.1
730,20,82,-33.93,Cape Town,64.4,25.28
731,0,95,38.52,Ribeira Grande,67.35,14.9
732,90,94,-21.21,Avarua,77.0,4.7
733,68,100,-9.8,Atuona,79.54,16.62
734,64,100,-21.2,Vaini,77.16,20.6
735,8,100,-0.6,Hithadhoo,82.11,9.35
736,0,100,-19.55,Isangel,78.69,9.91
737,92,100,-23.12,Rikitea,75.31,12.1
738,12,84,-41.87,Ancud,44.31,3.27
739,0,80,-53.15,Punta Arenas,41.0,21.92
740,0,30,-42.78,New Norfolk,71.6,23.04
741,32,92,-18.51,Coxim,71.94,2.75
742,80,96,-2.65,Gamba,75.54,4.5
743,48,99,-46.6,Bluff,61.41,17.4
744,0,95,38.52,Ribeira Grande,67.35,14.9
745,88,72,-16.78,Tsaratanana,76.26,3.76
746,80,94,69.38,Leningradskiy,18.84,12.59
747,8,98,12.18,San Policarpo,83.41,0.96
748,40,73,42.1,Jamestown,20.61,10.29
749,90,83,55.74,Thompson,-4.01,4.7
750,90,37,54.32,Prince Rupert,55.4,20.8
751,76,88,-33.7,Chuy,66.0,11.65
752,44,90,3.87,Inirida,75.76,2.48
753,20,30,33.28,Muroto,53.6,10.29
754,44,87,-38.27,Codrington,64.02,14.61
755,80,77,69.41,Dudinka,9.61,19.15
756,68,70,-33.65,Busselton,79.32,3.87
757,68,97,-0.22,Boende,72.34,3.04
758,0,100,-0.74,Puerto Ayora,71.13,7.74
759,20,82,-33.93,Cape Town,64.4,25.28
760,8,70,56.12,Vikhorevka,-2.21,2.24
761,0,30,-42.88,Hobart,71.6,23.04
762,90,63,42.65,Albany,28.4,2.53
763,0,37,-29.66,Springbok,77.52,4.21
764,90,76,-45.58,Coihaique,48.96,4.7
765,92,100,-23.12,Rikitea,75.31,12.1
766,44,85,55.68,Vengerovo,12.63,12.93
767,76,85,53.94,Mnogovershinnyy,4.62,2.53
768,92,100,-23.12,Rikitea,75.31,12.1
769,90,65,-54.8,Ushuaia,44.6,25.28
770,44,84,69.7,Pevek,9.66,10.92
771,0,52,58.0,Ust-Ilimsk,-4.21,3.71
772,44,81,54.77,Flin Flon,7.86,2.48
773,90,63,42.65,Albany,28.4,2.53
774,92,100,65.61,Tasiilaq,27.34,17.85
775,0,30,-42.88,Hobart,71.6,23.04
776,75,88,-25.97,Maputo,69.8,3.36
777,0,100,64.38,Provideniya,21.18,19.71
778,8,56,-34.58,Flinders,73.4,16.11
779,76,87,66.32,Egvekinot,15.6,6.89
780,20,83,13.22,Bathsheba,78.8,16.11
781,0,100,64.38,Provideniya,21.18,19.71
782,68,65,67.45,Srednekolymsk,-8.21,3.6
783,75,100,42.78,Muros,48.2,1.12
784,64,65,61.67,Baykit,-4.61,3.76
785,0,80,-53.15,Punta Arenas,41.0,21.92
786,92,100,-23.12,Rikitea,75.31,12.1
787,56,77,-34.53,Bredasdorp,68.0,8.05
788,0,100,64.38,Provideniya,21.18,19.71
789,0,83,-25.4,Taltal,49.8,1.03
790,44,65,-19.06,Alofi,82.4,5.82
791,0,77,-33.92,Port Elizabeth,66.2,32.21
792,32,100,-37.62,Lebu,53.31,17.92
793,0,62,-33.46,Santiago,59.0,8.05
794,88,88,-34.42,Hermanus,63.34,6.55
795,64,100,-21.2,Vaini,77.16,20.6
796,90,83,55.74,Thompson,-4.01,4.7
797,80,88,-19.23,Tsumeb,65.14,10.54
798,88,88,-34.42,Hermanus,63.34,6.55
799,20,71,35.86,Dingli,57.2,8.05
800,92,100,-23.12,Rikitea,75.31,12.1
801,76,81,54.72,Chumikan,-8.57,8.9
802,0,77,-33.92,Port Elizabeth,66.2,32.21
803,90,93,57.79,Kodiak,39.2,10.29
804,0,30,-42.78,New Norfolk,71.6,23.04
805,90,65,-54.8,Ushuaia,44.6,25.28
806,0,75,-45.42,Te Anau,58.89,12.55
807,90,94,-21.21,Avarua,77.0,4.7
808,92,100,-23.12,Rikitea,75.31,12.1
809,90,63,42.65,Albany,28.4,2.53
810,20,86,-33.59,Port Alfred,69.78,23.67
811,76,91,77.48,Qaanaaq,24.42,11.81
812,0,30,-42.78,New Norfolk,71.6,23.04
813,0,53,33.23,Moba,43.95,1.59
814,20,50,17.49,Na Wa,77.7,6.93
815,0,80,-53.15,Punta Arenas,41.0,21.92
816,0,30,-42.78,New Norfolk,71.6,23.04
817,80,100,70.86,Berlevag,24.64,18.59
818,0,55,24.68,Mauganj,73.51,4.61
819,88,88,-34.42,Hermanus,63.34,6.55
820,90,76,57.05,Sitka,46.92,19.46
821,76,94,51.78,Lubsko,32.0,10.29
822,8,56,-34.58,Flinders,73.4,16.11
823,92,100,-23.12,Rikitea,75.31,12.1
824,44,93,-25.5,Mabopane,56.41,6.51
825,75,84,71.29,Barrow,-2.21,21.92
826,40,86,43.15,Mason City,28.69,13.87
827,75,94,21.28,Progreso,71.6,6.93
828,92,100,-23.12,Rikitea,75.31,12.1
829,68,70,-33.65,Busselton,79.32,3.87
830,40,73,42.1,Jamestown,20.61,10.29
831,64,69,70.63,Chokurdakh,-4.61,10.31
832,0,100,-33.02,East London,70.81,25.12
833,90,93,58.3,Juneau,45.61,18.34
834,92,100,-23.12,Rikitea,75.31,12.1
835,76,89,-4.27,El Alto,71.04,4.76
836,80,92,56.67,Aban,16.41,4.5
837,75,69,-0.53,Homa Bay,75.2,3.36
838,75,84,62.46,Yellowknife,8.6,9.17
839,90,65,-54.8,Ushuaia,44.6,25.28
840,92,51,69.22,Ilulissat,37.4,23.04
841,0,80,-53.15,Punta Arenas,41.0,21.92
842,40,79,78.22,Longyearbyen,28.4,8.05
843,56,100,-0.95,Padang,80.67,4.54
844,90,65,-54.8,Ushuaia,44.6,25.28
845,76,100,3.07,Butaritari,82.56,12.15
846,68,69,-35.1,Kaeo,68.97,10.09
847,56,100,-0.95,Padang,80.67,4.54
848,80,100,-0.72,Port-Gentil,77.97,0.51
849,90,85,70.47,Clyde River,10.4,16.11
850,76,100,3.07,Butaritari,82.56,12.15
851,24,100,-8.1,Gizo,85.26,6.85
852,56,94,-7.6,Itaueira,68.97,2.82
853,0,80,-53.15,Punta Arenas,41.0,21.92
854,20,88,18.35,Barahona,74.3,6.93
855,88,71,46.62,Saint-Georges,27.84,9.35
856,88,88,-34.42,Hermanus,63.34,6.55
857,20,82,-33.93,Cape Town,64.4,25.28
858,0,30,-42.88,Hobart,71.6,23.04
859,92,100,7.98,Eyl,73.65,16.28
860,92,100,65.61,Tasiilaq,27.34,17.85
861,0,80,-53.15,Punta Arenas,41.0,21.92
